DateTime_EST,Days,Predicted_height_m,Verified_height_m
2/20/2021 3:12,20.13333,1.072,1.349
2/20/2021 3:18,20.13750,1.051,1.316
2/20/2021 3:24,20.14167,1.03,1.28
2/20/2021 3:30,20.14583,1.007,1.248
2/20/2021 3:36,20.15000,0.985,1.214
2/20/2021 3:42,20.15417,0.961,1.186
2/20/2021 3:48,20.15833,0.938,1.155
2/20/2021 3:54,20.16250,0.914,1.138
2/20/2021 4:00,20.16667,0.891,1.09
2/20/2021 4:06,20.17083,0.867,1.076
2/20/2021 4:12,20.17500,0.844,1.056
2/20/2021 4:18,20.17917,0.821,1.03
2/20/2021 4:24,20.18333,0.798,0.999
2/20/2021 4:30,20.18750,0.776,0.984
2/20/2021 4:36,20.19167,0.754,0.975
2/20/2021 4:42,20.19583,0.733,0.937
2/20/2021 4:48,20.20000,0.712,0.908
2/20/2021 4:54,20.20417,0.692,0.892
2/20/2021 5:00,20.20833,0.672,0.873
2/20/2021 5:06,20.21250,0.654,0.847
2/20/2021 5:12,20.21667,0.636,0.82
2/20/2021 5:18,20.22083,0.618,0.803
2/20/2021 5:24,20.22500,0.602,0.795
2/20/2021 5:30,20.22917,0.585,0.768
2/20/2021 5:36,20.23333,0.57,0.764
2/20/2021 5:42,20.23750,0.555,0.752
2/20/2021 5:48,20.24167,0.541,0.733
2/20/2021 5:54,20.24583,0.527,0.714
2/20/2021 6:00,20.25000,0.514,0.708
2/20/2021 6:06,20.25417,0.501,0.685
2/20/2021 6:12,20.25833,0.488,0.667
2/20/2021 6:18,20.26250,0.476,0.655
2/20/2021 6:24,20.26667,0.464,0.651
2/20/2021 6:30,20.27083,0.452,0.627
2/20/2021 6:36,20.27500,0.441,0.616
2/20/2021 6:42,20.27917,0.43,0.6
2/20/2021 6:48,20.28333,0.419,0.598
2/20/2021 6:54,20.28750,0.409,0.591
2/20/2021 7:00,20.29167,0.398,0.567
2/20/2021 7:06,20.29583,0.389,0.562
2/20/2021 7:12,20.30000,0.379,0.566
2/20/2021 7:18,20.30417,0.37,0.547
2/20/2021 7:24,20.30833,0.361,0.535
2/20/2021 7:30,20.31250,0.353,0.536
2/20/2021 7:36,20.31667,0.345,0.534
2/20/2021 7:42,20.32083,0.338,0.532
2/20/2021 7:48,20.32500,0.332,0.533
2/20/2021 7:54,20.32917,0.326,0.531
2/20/2021 8:00,20.33333,0.322,0.532
2/20/2021 8:06,20.33750,0.318,0.53
2/20/2021 8:12,20.34167,0.315,0.546
2/20/2021 8:18,20.34583,0.313,0.558
2/20/2021 8:24,20.35000,0.312,0.558
2/20/2021 8:30,20.35417,0.313,0.561
2/20/2021 8:36,20.35833,0.314,0.578
2/20/2021 8:42,20.36250,0.317,0.591
2/20/2021 8:48,20.36667,0.321,0.601
2/20/2021 8:54,20.37083,0.327,0.611
2/20/2021 9:00,20.37500,0.334,0.626
2/20/2021 9:06,20.37917,0.342,0.642
2/20/2021 9:12,20.38333,0.351,0.657
2/20/2021 9:18,20.38750,0.361,0.664
2/20/2021 9:24,20.39167,0.373,0.68
2/20/2021 9:30,20.39583,0.386,0.693
2/20/2021 9:36,20.40000,0.4,0.706
2/20/2021 9:42,20.40417,0.415,0.722
2/20/2021 9:48,20.40833,0.431,0.73
2/20/2021 9:54,20.41250,0.448,0.758
2/20/2021 10:00,20.41667,0.465,0.768
2/20/2021 10:06,20.42083,0.484,0.789
2/20/2021 10:12,20.42500,0.503,0.809
2/20/2021 10:18,20.42917,0.522,0.83
2/20/2021 10:24,20.43333,0.542,0.845
2/20/2021 10:30,20.43750,0.562,0.859
2/20/2021 10:36,20.44167,0.583,0.887
2/20/2021 10:42,20.44583,0.603,0.9
2/20/2021 10:48,20.45000,0.624,0.907
2/20/2021 10:54,20.45417,0.644,0.919
2/20/2021 11:00,20.45833,0.665,0.937
2/20/2021 11:06,20.46250,0.685,0.946
2/20/2021 11:12,20.46667,0.705,0.951
2/20/2021 11:18,20.47083,0.725,0.957
2/20/2021 11:24,20.47500,0.745,0.986
2/20/2021 11:30,20.47917,0.764,0.987
2/20/2021 11:36,20.48333,0.782,0.998
2/20/2021 11:42,20.48750,0.801,1.015
2/20/2021 11:48,20.49167,0.818,1.025
2/20/2021 11:54,20.49583,0.836,1.035
2/20/2021 12:00,20.50000,0.853,1.038
2/20/2021 12:06,20.50417,0.869,1.058
2/20/2021 12:12,20.50833,0.885,1.059
2/20/2021 12:18,20.51250,0.9,1.064
2/20/2021 12:24,20.51667,0.915,1.071
2/20/2021 12:30,20.52083,0.929,1.077
2/20/2021 12:36,20.52500,0.942,1.07
2/20/2021 12:42,20.52917,0.955,1.087
2/20/2021 12:48,20.53333,0.967,1.09
2/20/2021 12:54,20.53750,0.979,1.098
2/20/2021 13:00,20.54167,0.99,1.093
2/20/2021 13:06,20.54583,1,1.099
2/20/2021 13:12,20.55000,1.01,1.112
2/20/2021 13:18,20.55417,1.019,1.124
2/20/2021 13:24,20.55833,1.027,1.119
2/20/2021 13:30,20.56250,1.034,1.135
2/20/2021 13:36,20.56667,1.04,1.134
2/20/2021 13:42,20.57083,1.045,1.138
2/20/2021 13:48,20.57500,1.049,1.143
2/20/2021 13:54,20.57917,1.052,1.146
2/20/2021 14:00,20.58333,1.054,1.147
2/20/2021 14:06,20.58750,1.055,1.153
2/20/2021 14:12,20.59167,1.054,1.16
2/20/2021 14:18,20.59583,1.052,1.169
2/20/2021 14:24,20.60000,1.049,1.165
2/20/2021 14:30,20.60417,1.045,1.174
2/20/2021 14:36,20.60833,1.039,1.179
2/20/2021 14:42,20.61250,1.032,1.172
2/20/2021 14:48,20.61667,1.023,1.17
2/20/2021 14:54,20.62083,1.013,1.172
2/20/2021 15:00,20.62500,1.002,1.16
2/20/2021 15:06,20.62917,0.99,1.146
2/20/2021 15:12,20.63333,0.976,1.145
2/20/2021 15:18,20.63750,0.961,1.136
2/20/2021 15:24,20.64167,0.945,1.124
2/20/2021 15:30,20.64583,0.928,1.1
2/20/2021 15:36,20.65000,0.91,1.093
2/20/2021 15:42,20.65417,0.891,1.081
2/20/2021 15:48,20.65833,0.872,1.047
2/20/2021 15:54,20.66250,0.851,1.051
2/20/2021 16:00,20.66667,0.83,1.036
2/20/2021 16:06,20.67083,0.809,1.012
2/20/2021 16:12,20.67500,0.787,1.004
2/20/2021 16:18,20.67917,0.765,0.989
2/20/2021 16:24,20.68333,0.743,0.958
2/20/2021 16:30,20.68750,0.721,0.933
2/20/2021 16:36,20.69167,0.699,0.91
2/20/2021 16:42,20.69583,0.678,0.89
2/20/2021 16:48,20.70000,0.656,0.859
2/20/2021 16:54,20.70417,0.635,0.833
2/20/2021 17:00,20.70833,0.615,0.807
2/20/2021 17:06,20.71250,0.595,0.793
2/20/2021 17:12,20.71667,0.575,0.767
2/20/2021 17:18,20.72083,0.557,0.753
2/20/2021 17:24,20.72500,0.539,0.722
2/20/2021 17:30,20.72917,0.521,0.696
2/20/2021 17:36,20.73333,0.505,0.676
2/20/2021 17:42,20.73750,0.489,0.658
2/20/2021 17:48,20.74167,0.473,0.639
2/20/2021 17:54,20.74583,0.459,0.617
2/20/2021 18:00,20.75000,0.445,0.585
2/20/2021 18:06,20.75417,0.432,0.571
2/20/2021 18:12,20.75833,0.419,0.559
2/20/2021 18:18,20.76250,0.408,0.539
2/20/2021 18:24,20.76667,0.396,0.516
2/20/2021 18:30,20.77083,0.386,0.5
2/20/2021 18:36,20.77500,0.376,0.491
2/20/2021 18:42,20.77917,0.366,0.463
2/20/2021 18:48,20.78333,0.357,0.442
2/20/2021 18:54,20.78750,0.349,0.427
2/20/2021 19:00,20.79167,0.341,0.419
2/20/2021 19:06,20.79583,0.333,0.398
2/20/2021 19:12,20.80000,0.326,0.386
2/20/2021 19:18,20.80417,0.319,0.384
2/20/2021 19:24,20.80833,0.313,0.378
2/20/2021 19:30,20.81250,0.308,0.37
2/20/2021 19:36,20.81667,0.303,0.362
2/20/2021 19:42,20.82083,0.298,0.36
2/20/2021 19:48,20.82500,0.295,0.357
2/20/2021 19:54,20.82917,0.292,0.354
2/20/2021 20:00,20.83333,0.29,0.347
2/20/2021 20:06,20.83750,0.288,0.342
2/20/2021 20:12,20.84167,0.288,0.349
2/20/2021 20:18,20.84583,0.289,0.344
2/20/2021 20:24,20.85000,0.29,0.347
2/20/2021 20:30,20.85417,0.293,0.352
2/20/2021 20:36,20.85833,0.297,0.358
2/20/2021 20:42,20.86250,0.302,0.361
2/20/2021 20:48,20.86667,0.309,0.368
2/20/2021 20:54,20.87083,0.316,0.377
2/20/2021 21:00,20.87500,0.326,0.394
2/20/2021 21:06,20.87917,0.336,0.403
2/20/2021 21:12,20.88333,0.348,0.415
2/20/2021 21:18,20.88750,0.361,0.436
2/20/2021 21:24,20.89167,0.376,0.458
2/20/2021 21:30,20.89583,0.392,0.471
2/20/2021 21:36,20.90000,0.409,0.493
2/20/2021 21:42,20.90417,0.428,0.515
2/20/2021 21:48,20.90833,0.448,0.53
2/20/2021 21:54,20.91250,0.469,0.549
2/20/2021 22:00,20.91667,0.491,0.565
2/20/2021 22:06,20.92083,0.514,0.589
2/20/2021 22:12,20.92500,0.537,0.603
2/20/2021 22:18,20.92917,0.562,0.622
2/20/2021 22:24,20.93333,0.587,0.642
2/20/2021 22:30,20.93750,0.613,0.669
2/20/2021 22:36,20.94167,0.639,0.679
2/20/2021 22:42,20.94583,0.666,0.709
2/20/2021 22:48,20.95000,0.693,0.734
2/20/2021 22:54,20.95417,0.72,0.758
2/20/2021 23:00,20.95833,0.746,0.768
2/20/2021 23:06,20.96250,0.773,0.797
2/20/2021 23:12,20.96667,0.8,0.826
2/20/2021 23:18,20.97083,0.826,0.844
2/20/2021 23:24,20.97500,0.851,0.871
2/20/2021 23:30,20.97917,0.877,0.896
2/20/2021 23:36,20.98333,0.901,0.914
2/20/2021 23:42,20.98750,0.925,0.938
2/20/2021 23:48,20.99167,0.949,0.956
2/20/2021 23:54,20.99583,0.971,0.982
2/21/2021 0:00,21.00000,0.993,1.002
2/21/2021 0:06,21.00417,1.014,1.015
2/21/2021 0:12,21.00833,1.034,1.034
2/21/2021 0:18,21.01250,1.054,1.068
2/21/2021 0:24,21.01667,1.072,1.079
2/21/2021 0:30,21.02083,1.09,1.102
2/21/2021 0:36,21.02500,1.106,1.116
2/21/2021 0:42,21.02917,1.122,1.14
2/21/2021 0:48,21.03333,1.137,1.151
2/21/2021 0:54,21.03750,1.152,1.167
2/21/2021 1:00,21.04167,1.165,1.176
2/21/2021 1:06,21.04583,1.177,1.186
2/21/2021 1:12,21.05000,1.189,1.201
2/21/2021 1:18,21.05417,1.2,1.213
2/21/2021 1:24,21.05833,1.21,1.227
2/21/2021 1:30,21.06250,1.219,1.238
2/21/2021 1:36,21.06667,1.227,1.247
2/21/2021 1:42,21.07083,1.234,1.262
2/21/2021 1:48,21.07500,1.24,1.27
2/21/2021 1:54,21.07917,1.246,1.28
2/21/2021 2:00,21.08333,1.25,1.282
2/21/2021 2:06,21.08750,1.253,1.287
2/21/2021 2:12,21.09167,1.255,1.29
2/21/2021 2:18,21.09583,1.257,1.292
2/21/2021 2:24,21.10000,1.257,1.286
2/21/2021 2:30,21.10417,1.256,1.282
2/21/2021 2:36,21.10833,1.254,1.281
2/21/2021 2:42,21.11250,1.25,1.273
2/21/2021 2:48,21.11667,1.246,1.267
2/21/2021 2:54,21.12083,1.24,1.261
2/21/2021 3:00,21.12500,1.233,1.265
2/21/2021 3:06,21.12917,1.225,1.252
2/21/2021 3:12,21.13333,1.215,1.25
2/21/2021 3:18,21.13750,1.205,1.244
2/21/2021 3:24,21.14167,1.193,1.236
2/21/2021 3:30,21.14583,1.18,1.225
2/21/2021 3:36,21.15000,1.166,1.211
2/21/2021 3:42,21.15417,1.151,1.197
2/21/2021 3:48,21.15833,1.135,1.178
2/21/2021 3:54,21.16250,1.118,1.159
2/21/2021 4:00,21.16667,1.1,1.133
2/21/2021 4:06,21.17083,1.081,1.108
2/21/2021 4:12,21.17500,1.062,1.084
2/21/2021 4:18,21.17917,1.042,1.064
2/21/2021 4:24,21.18333,1.021,1.035
2/21/2021 4:30,21.18750,1,1.012
2/21/2021 4:36,21.19167,0.979,0.991
2/21/2021 4:42,21.19583,0.958,0.971
2/21/2021 4:48,21.20000,0.936,0.941
2/21/2021 4:54,21.20417,0.915,0.917
2/21/2021 5:00,21.20833,0.893,0.899
2/21/2021 5:06,21.21250,0.872,0.875
2/21/2021 5:12,21.21667,0.85,0.85
2/21/2021 5:18,21.22083,0.829,0.828
2/21/2021 5:24,21.22500,0.809,0.805
2/21/2021 5:30,21.22917,0.788,0.785
2/21/2021 5:36,21.23333,0.769,0.764
2/21/2021 5:42,21.23750,0.749,0.742
2/21/2021 5:48,21.24167,0.73,0.721
2/21/2021 5:54,21.24583,0.712,0.7
2/21/2021 6:00,21.25000,0.694,0.68
2/21/2021 6:06,21.25417,0.676,0.66
2/21/2021 6:12,21.25833,0.659,0.639
2/21/2021 6:18,21.26250,0.642,0.619
2/21/2021 6:24,21.26667,0.626,0.6
2/21/2021 6:30,21.27083,0.61,0.581
2/21/2021 6:36,21.27500,0.594,0.566
2/21/2021 6:42,21.27917,0.578,0.545
2/21/2021 6:48,21.28333,0.563,0.521
2/21/2021 6:54,21.28750,0.548,0.509
2/21/2021 7:00,21.29167,0.533,0.498
2/21/2021 7:06,21.29583,0.519,0.479
2/21/2021 7:12,21.30000,0.504,0.461
2/21/2021 7:18,21.30417,0.49,0.455
2/21/2021 7:24,21.30833,0.476,0.44
2/21/2021 7:30,21.31250,0.461,0.421
2/21/2021 7:36,21.31667,0.447,0.421
2/21/2021 7:42,21.32083,0.433,0.414
2/21/2021 7:48,21.32500,0.42,0.407
2/21/2021 7:54,21.32917,0.406,0.394
2/21/2021 8:00,21.33333,0.393,0.393
2/21/2021 8:06,21.33750,0.38,0.384
2/21/2021 8:12,21.34167,0.367,0.384
2/21/2021 8:18,21.34583,0.355,0.379
2/21/2021 8:24,21.35000,0.344,0.374
2/21/2021 8:30,21.35417,0.333,0.37
2/21/2021 8:36,21.35833,0.323,0.364
2/21/2021 8:42,21.36250,0.313,0.359
2/21/2021 8:48,21.36667,0.305,0.36
2/21/2021 8:54,21.37083,0.297,0.36
2/21/2021 9:00,21.37500,0.291,0.364
2/21/2021 9:06,21.37917,0.286,0.367
2/21/2021 9:12,21.38333,0.281,0.379
2/21/2021 9:18,21.38750,0.279,0.385
2/21/2021 9:24,21.39167,0.277,0.391
2/21/2021 9:30,21.39583,0.277,0.398
2/21/2021 9:36,21.40000,0.279,0.403
2/21/2021 9:42,21.40417,0.282,0.412
2/21/2021 9:48,21.40833,0.286,0.409
2/21/2021 9:54,21.41250,0.292,0.418
2/21/2021 10:00,21.41667,0.299,0.43
2/21/2021 10:06,21.42083,0.308,0.438
2/21/2021 10:12,21.42500,0.318,0.445
2/21/2021 10:18,21.42917,0.33,0.458
2/21/2021 10:24,21.43333,0.343,0.476
2/21/2021 10:30,21.43750,0.357,0.49
2/21/2021 10:36,21.44167,0.373,0.502
2/21/2021 10:42,21.44583,0.389,0.52
2/21/2021 10:48,21.45000,0.406,0.534
2/21/2021 10:54,21.45417,0.425,0.55
2/21/2021 11:00,21.45833,0.444,0.565
2/21/2021 11:06,21.46250,0.464,0.578
2/21/2021 11:12,21.46667,0.484,0.589
2/21/2021 11:18,21.47083,0.505,0.602
2/21/2021 11:24,21.47500,0.526,0.614
2/21/2021 11:30,21.47917,0.548,0.627
2/21/2021 11:36,21.48333,0.569,0.639
2/21/2021 11:42,21.48750,0.591,0.653
2/21/2021 11:48,21.49167,0.613,0.665
2/21/2021 11:54,21.49583,0.634,0.684
2/21/2021 12:00,21.50000,0.656,0.702
2/21/2021 12:06,21.50417,0.677,0.716
2/21/2021 12:12,21.50833,0.697,0.728
2/21/2021 12:18,21.51250,0.718,0.753
2/21/2021 12:24,21.51667,0.738,0.769
2/21/2021 12:30,21.52083,0.758,0.785
2/21/2021 12:36,21.52500,0.777,0.8
2/21/2021 12:42,21.52917,0.796,0.818
2/21/2021 12:48,21.53333,0.814,0.831
2/21/2021 12:54,21.53750,0.831,0.848
2/21/2021 13:00,21.54167,0.848,0.866
2/21/2021 13:06,21.54583,0.865,0.886
2/21/2021 13:12,21.55000,0.881,0.9
2/21/2021 13:18,21.55417,0.896,0.92
2/21/2021 13:24,21.55833,0.911,0.937
2/21/2021 13:30,21.56250,0.925,0.956
2/21/2021 13:36,21.56667,0.939,0.965
2/21/2021 13:42,21.57083,0.952,0.979
2/21/2021 13:48,21.57500,0.964,0.998
2/21/2021 13:54,21.57917,0.976,1.016
2/21/2021 14:00,21.58333,0.987,1.031
2/21/2021 14:06,21.58750,0.997,1.043
2/21/2021 14:12,21.59167,1.006,1.06
2/21/2021 14:18,21.59583,1.015,1.073
2/21/2021 14:24,21.60000,1.023,1.083
2/21/2021 14:30,21.60417,1.029,1.105
2/21/2021 14:36,21.60833,1.035,1.117
2/21/2021 14:42,21.61250,1.04,1.126
2/21/2021 14:48,21.61667,1.044,1.124
2/21/2021 14:54,21.62083,1.047,1.127
2/21/2021 15:00,21.62500,1.049,1.132
2/21/2021 15:06,21.62917,1.049,1.128
2/21/2021 15:12,21.63333,1.048,1.12
2/21/2021 15:18,21.63750,1.046,1.118
2/21/2021 15:24,21.64167,1.043,1.115
2/21/2021 15:30,21.64583,1.039,1.104
2/21/2021 15:36,21.65000,1.033,1.103
2/21/2021 15:42,21.65417,1.026,1.096
2/21/2021 15:48,21.65833,1.017,1.087
2/21/2021 15:54,21.66250,1.008,1.073
2/21/2021 16:00,21.66667,0.997,1.056
2/21/2021 16:06,21.67083,0.985,1.047
2/21/2021 16:12,21.67500,0.972,1.032
2/21/2021 16:18,21.67917,0.958,1.01
2/21/2021 16:24,21.68333,0.942,0.989
2/21/2021 16:30,21.68750,0.926,0.976
2/21/2021 16:36,21.69167,0.909,0.96
2/21/2021 16:42,21.69583,0.892,0.935
2/21/2021 16:48,21.70000,0.873,0.921
2/21/2021 16:54,21.70417,0.854,0.904
2/21/2021 17:00,21.70833,0.835,0.892
2/21/2021 17:06,21.71250,0.815,0.88
2/21/2021 17:12,21.71667,0.795,0.862
2/21/2021 17:18,21.72083,0.774,0.845
2/21/2021 17:24,21.72500,0.754,0.827
2/21/2021 17:30,21.72917,0.733,0.808
2/21/2021 17:36,21.73333,0.713,0.789
2/21/2021 17:42,21.73750,0.693,0.766
2/21/2021 17:48,21.74167,0.673,0.744
2/21/2021 17:54,21.74583,0.653,0.728
2/21/2021 18:00,21.75000,0.634,0.715
2/21/2021 18:06,21.75417,0.615,0.699
2/21/2021 18:12,21.75833,0.597,0.682
2/21/2021 18:18,21.76250,0.579,0.675
2/21/2021 18:24,21.76667,0.561,0.665
2/21/2021 18:30,21.77083,0.544,0.654
2/21/2021 18:36,21.77500,0.528,0.64
2/21/2021 18:42,21.77917,0.512,0.625
2/21/2021 18:48,21.78333,0.496,0.616
2/21/2021 18:54,21.78750,0.481,0.598
2/21/2021 19:00,21.79167,0.466,0.586
2/21/2021 19:06,21.79583,0.452,0.582
2/21/2021 19:12,21.80000,0.438,0.549
2/21/2021 19:18,21.80417,0.425,0.55
2/21/2021 19:24,21.80833,0.412,0.539
2/21/2021 19:30,21.81250,0.399,0.524
2/21/2021 19:36,21.81667,0.387,0.514
2/21/2021 19:42,21.82083,0.375,0.506
2/21/2021 19:48,21.82500,0.363,0.493
2/21/2021 19:54,21.82917,0.352,0.486
2/21/2021 20:00,21.83333,0.341,0.478
2/21/2021 20:06,21.83750,0.331,0.471
2/21/2021 20:12,21.84167,0.321,0.457
2/21/2021 20:18,21.84583,0.312,0.448
2/21/2021 20:24,21.85000,0.303,0.439
2/21/2021 20:30,21.85417,0.295,0.429
2/21/2021 20:36,21.85833,0.288,0.418
2/21/2021 20:42,21.86250,0.282,0.414
2/21/2021 20:48,21.86667,0.276,0.408
2/21/2021 20:54,21.87083,0.271,0.408
2/21/2021 21:00,21.87500,0.267,0.4
2/21/2021 21:06,21.87917,0.265,0.41
2/21/2021 21:12,21.88333,0.263,0.415
2/21/2021 21:18,21.88750,0.263,0.408
2/21/2021 21:24,21.89167,0.264,0.424
2/21/2021 21:30,21.89583,0.267,0.43
2/21/2021 21:36,21.90000,0.271,0.434
2/21/2021 21:42,21.90417,0.276,0.441
2/21/2021 21:48,21.90833,0.283,0.451
2/21/2021 21:54,21.91250,0.292,0.451
2/21/2021 22:00,21.91667,0.302,0.472
2/21/2021 22:06,21.92083,0.314,0.482
2/21/2021 22:12,21.92500,0.328,0.492
2/21/2021 22:18,21.92917,0.343,0.513
2/21/2021 22:24,21.93333,0.359,0.535
2/21/2021 22:30,21.93750,0.377,0.554
2/21/2021 22:36,21.94167,0.397,0.58
2/21/2021 22:42,21.94583,0.418,0.602
2/21/2021 22:48,21.95000,0.44,0.639
2/21/2021 22:54,21.95417,0.463,0.649
2/21/2021 23:00,21.95833,0.488,0.681
2/21/2021 23:06,21.96250,0.513,0.705
2/21/2021 23:12,21.96667,0.539,0.739
2/21/2021 23:18,21.97083,0.566,0.753
2/21/2021 23:24,21.97500,0.594,0.782
2/21/2021 23:30,21.97917,0.622,0.812
2/21/2021 23:36,21.98333,0.65,0.842
2/21/2021 23:42,21.98750,0.679,0.854
2/21/2021 23:48,21.99167,0.707,0.895
2/21/2021 23:54,21.99583,0.736,0.923
