DateTime_EST,Day,Wind_speed_ms,Wind_dir_deg,Air_temp_C,Baro_press_mbar
2/20/2021 9:54,20.41250,8.9,300,-1.8,1020.5
2/20/2021 10:00,20.41667,9.2,298,-1.7,1020.6
2/20/2021 10:06,20.42083,9.3,301,-1.7,1020.6
2/20/2021 10:12,20.42500,9.6,299,-1.7,1020.7
2/20/2021 10:18,20.42917,9,301,-1.5,1020.7
2/20/2021 10:24,20.43333,9.4,300,-1.4,1020.7
2/20/2021 10:30,20.43750,8.6,301,-1.5,1020.7
2/20/2021 10:36,20.44167,8.3,287,-1.2,1020.7
2/20/2021 10:42,20.44583,8.5,289,-1.2,1020.7
2/20/2021 10:48,20.45000,9.3,287,-1.1,1020.7
2/20/2021 10:54,20.45417,9,286,-1.1,1020.8
2/20/2021 11:00,20.45833,10.7,288,-1.2,1020.8
2/20/2021 11:06,20.46250,8.7,289,-0.9,1020.7
2/20/2021 11:12,20.46667,9.9,292,-1.1,1020.7
2/20/2021 11:18,20.47083,9.4,296,-1.1,1020.7
2/20/2021 11:24,20.47500,9.3,292,-0.9,1020.8
2/20/2021 11:30,20.47917,9.9,294,-0.9,1020.8
2/20/2021 11:36,20.48333,9.3,288,-0.8,1020.8
2/20/2021 11:42,20.48750,8.8,286,-0.7,1020.8
2/20/2021 11:48,20.49167,,,,
2/20/2021 11:54,20.49583,10.2,278,-0.7,1020.7
2/20/2021 12:00,20.50000,9.5,287,-0.5,1020.7
2/20/2021 12:06,20.50417,9,279,-0.6,1020.6
2/20/2021 12:12,20.50833,10,276,-0.7,1020.5
2/20/2021 12:18,20.51250,10,286,-0.6,1020.4
2/20/2021 12:24,20.51667,7.8,287,-0.5,1020.4
2/20/2021 12:30,20.52083,10.1,286,-0.4,1020.3
2/20/2021 12:36,20.52500,9.8,281,-0.6,1020.2
2/20/2021 12:42,20.52917,9.8,284,-0.5,1020.2
2/20/2021 12:48,20.53333,9.7,276,-0.4,1020
2/20/2021 12:54,20.53750,9.3,288,-0.2,1019.9
2/20/2021 13:00,20.54167,8.4,293,-0.1,1019.9
2/20/2021 13:06,20.54583,8.1,306,-0.1,1019.9
2/20/2021 13:12,20.55000,9.1,289,-0.2,1019.9
2/20/2021 13:18,20.55417,9.6,280,-0.2,1019.7
2/20/2021 13:24,20.55833,10.3,297,-0.1,1019.8
2/20/2021 13:30,20.56250,9.6,278,-0.2,1019.7
2/20/2021 13:36,20.56667,9.2,278,-0.1,1019.7
2/20/2021 13:42,20.57083,9.6,273,-0.1,1019.7
2/20/2021 13:48,20.57500,10.3,278,-0.2,1019.6
2/20/2021 13:54,20.57917,10.6,284,-0.1,1019.6
2/20/2021 14:00,20.58333,10.3,294,0.1,1019.5
2/20/2021 14:06,20.58750,10,299,0.1,1019.5
2/20/2021 14:12,20.59167,,,,
2/20/2021 14:18,20.59583,9.9,292,0.2,1019.5
2/20/2021 14:24,20.60000,10.1,295,0.3,1019.6
2/20/2021 14:30,20.60417,9.6,307,0.3,1019.6
2/20/2021 14:36,20.60833,10.2,295,0.4,1019.5
2/20/2021 14:42,20.61250,10.4,299,0.4,1019.5
2/20/2021 14:48,20.61667,8.9,304,0.5,1019.5
2/20/2021 14:54,20.62083,9.4,295,0.6,1019.6
2/20/2021 15:00,20.62500,10.7,291,0.4,1019.6
2/20/2021 15:06,20.62917,10.5,287,0.4,1019.6
2/20/2021 15:12,20.63333,9.3,286,0.3,1019.6
2/20/2021 15:18,20.63750,9.9,286,0.3,1019.6
2/20/2021 15:24,20.64167,10.4,288,0.3,1019.7
2/20/2021 15:30,20.64583,9.5,287,0.4,1019.8
2/20/2021 15:36,20.65000,9.5,294,0.3,1019.9
2/20/2021 15:42,20.65417,10.3,295,0.5,1019.8
2/20/2021 15:48,20.65833,9.6,294,0.5,1019.8
2/20/2021 15:54,20.66250,8.5,294,0.7,1019.8
2/20/2021 16:00,20.66667,10.4,307,0.7,1019.8
2/20/2021 16:06,20.67083,9.4,303,0.7,1019.9
2/20/2021 16:12,20.67500,11.2,295,0.6,1019.9
2/20/2021 16:18,20.67917,11.3,304,0.6,1020
2/20/2021 16:24,20.68333,11.2,301,0.5,1020
2/20/2021 16:30,20.68750,11.2,300,0.6,1020
2/20/2021 16:36,20.69167,10,299,0.6,1020.1
2/20/2021 16:42,20.69583,11.3,300,0.8,1020.1
2/20/2021 16:48,20.70000,10.6,303,0.7,1020.2
2/20/2021 16:54,20.70417,10.5,295,0.7,1020.2
2/20/2021 17:00,20.70833,11.1,293,0.6,1020.3
2/20/2021 17:06,20.71250,11.9,296,0.6,1020.4
2/20/2021 17:12,20.71667,11.6,293,0.6,1020.5
2/20/2021 17:18,20.72083,10.1,294,0.6,1020.6
2/20/2021 17:24,20.72500,10.1,293,0.5,1020.7
2/20/2021 17:30,20.72917,9.9,297,0.5,1020.8
2/20/2021 17:36,20.73333,9.4,298,0.5,1020.9
2/20/2021 17:42,20.73750,9.2,291,0.5,1021
2/20/2021 17:48,20.74167,11.9,282,0.3,1021
2/20/2021 17:54,20.74583,11.2,290,0.2,1021.2
2/20/2021 18:00,20.75000,10.6,287,0.1,1021.4
2/20/2021 18:06,20.75417,9.4,289,0.1,1021.5
2/20/2021 18:12,20.75833,12.2,286,0,1021.7
2/20/2021 18:18,20.76250,11.2,284,-0.1,1021.8
2/20/2021 18:24,20.76667,12.2,283,-0.2,1021.9
2/20/2021 18:30,20.77083,11.2,285,-0.2,1022.1
2/20/2021 18:36,20.77500,12.5,286,-0.3,1022.3
2/20/2021 18:42,20.77917,11.6,285,-0.3,1022.4
2/20/2021 18:48,20.78333,11.4,284,-0.3,1022.5
2/20/2021 18:54,20.78750,10,288,-0.3,1022.6
2/20/2021 19:00,20.79167,10.1,286,-0.3,1022.8
2/20/2021 19:06,20.79583,10.5,286,-0.4,1022.8
2/20/2021 19:12,20.80000,10.6,290,-0.3,1023
2/20/2021 19:18,20.80417,,,,
2/20/2021 19:24,20.80833,10.9,291,-0.4,1023.2
2/20/2021 19:30,20.81250,11.4,290,-0.5,1023.3
2/20/2021 19:36,20.81667,10.3,288,-0.5,1023.4
2/20/2021 19:42,20.82083,10.6,288,-0.5,1023.6
2/20/2021 19:48,20.82500,10.8,289,-0.6,1023.6
2/20/2021 19:54,20.82917,11.1,290,-0.6,1023.7
2/20/2021 20:00,20.83333,10.1,287,-0.6,1023.8
2/20/2021 20:06,20.83750,11.6,293,-0.7,1023.9
2/20/2021 20:12,20.84167,10.6,294,-0.6,1024
2/20/2021 20:18,20.84583,11.1,297,-0.8,1024.1
2/20/2021 20:24,20.85000,11.7,296,-0.8,1024.2
2/20/2021 20:30,20.85417,11.3,295,-0.9,1024.4
2/20/2021 20:36,20.85833,11.3,296,-1,1024.5
2/20/2021 20:42,20.86250,10.6,294,-0.9,1024.7
2/20/2021 20:48,20.86667,10.9,300,-1,1024.8
2/20/2021 20:54,20.87083,11,296,-0.9,1025
2/20/2021 21:00,20.87500,11,291,-0.9,1025.1
2/20/2021 21:06,20.87917,10.9,298,-1,1025.1
2/20/2021 21:12,20.88333,10.7,295,-1,1025.3
2/20/2021 21:18,20.88750,10.8,304,-1,1025.4
2/20/2021 21:24,20.89167,11.9,299,-1.1,1025.4
2/20/2021 21:30,20.89583,11.8,305,-1.2,1025.6
2/20/2021 21:36,20.90000,11.1,301,-1.2,1025.7
2/20/2021 21:42,20.90417,10.4,303,-1.3,1025.9
2/20/2021 21:48,20.90833,11.2,302,-1.3,1026
2/20/2021 21:54,20.91250,10.4,304,-1.3,1026.1
2/20/2021 22:00,20.91667,9.7,308,-1.4,1026.2
2/20/2021 22:06,20.92083,11,306,-1.5,1026.3
2/20/2021 22:12,20.92500,9.9,308,-1.5,1026.4
2/20/2021 22:18,20.92917,10.8,304,-1.5,1026.5
2/20/2021 22:24,20.93333,,,,
2/20/2021 22:30,20.93750,11,300,-1.5,1026.7
2/20/2021 22:36,20.94167,10.8,302,-1.6,1026.8
2/20/2021 22:42,20.94583,10.5,305,-1.6,1026.9
2/20/2021 22:48,20.95000,10.1,307,-1.7,1027
2/20/2021 22:54,20.95417,11.3,307,-1.7,1027
2/20/2021 23:00,20.95833,10.4,315,-1.8,1027.1
2/20/2021 23:06,20.96250,11.2,307,-1.8,1027.1
2/20/2021 23:12,20.96667,11.1,313,-1.9,1027.1
2/20/2021 23:18,20.97083,10.4,311,-1.9,1027.2
2/20/2021 23:24,20.97500,9.1,308,-1.8,1027.3
2/20/2021 23:30,20.97917,9.9,303,-1.8,1027.3
2/20/2021 23:36,20.98333,10,310,-1.9,1027.4
2/20/2021 23:42,20.98750,10.4,302,-1.9,1027.5
2/20/2021 23:48,20.99167,9.4,300,-1.9,1027.6
2/20/2021 23:54,20.99583,9.5,310,-2,1027.7
2/21/2021 0:00,21.00000,9.3,306,-2.1,1027.8
2/21/2021 0:06,21.00417,11.3,304,-2.1,1027.9
2/21/2021 0:12,21.00833,10.2,310,-2.1,1028
2/21/2021 0:18,21.01250,9.9,310,-2.2,1028.1
2/21/2021 0:24,21.01667,9.8,309,-2.2,1028.1
2/21/2021 0:30,21.02083,8.5,306,-2.1,1028.2
2/21/2021 0:36,21.02500,8.7,307,-2.2,1028.3
2/21/2021 0:42,21.02917,8.3,308,-2.3,1028.4
2/21/2021 0:48,21.03333,8.2,308,-2.3,1028.5
2/21/2021 0:54,21.03750,8.5,307,-2.3,1028.5
2/21/2021 1:00,21.04167,8.7,305,-2.3,1028.6
2/21/2021 1:06,21.04583,8.8,307,-2.3,1028.7
2/21/2021 1:12,21.05000,9,301,-2.3,1028.8
2/21/2021 1:18,21.05417,9.1,300,-2.2,1028.8
2/21/2021 1:24,21.05833,8.8,305,-2.4,1028.9
2/21/2021 1:30,21.06250,8.5,302,-2.3,1028.9
2/21/2021 1:36,21.06667,7.9,297,-2.4,1029
2/21/2021 1:42,21.07083,7.8,293,-2.3,1029.1
2/21/2021 1:48,21.07500,7.6,300,-2.4,1029.1
2/21/2021 1:54,21.07917,9,296,-2.3,1029.2
2/21/2021 2:00,21.08333,9.2,305,-2.4,1029.3
2/21/2021 2:06,21.08750,11.1,307,-2.5,1029.4
2/21/2021 2:12,21.09167,11.2,305,-2.5,1029.5
2/21/2021 2:18,21.09583,10.5,301,-2.5,1029.6
2/21/2021 2:24,21.10000,10.2,302,-2.5,1029.7
2/21/2021 2:30,21.10417,8.7,305,-2.6,1029.8
2/21/2021 2:36,21.10833,8,297,-2.5,1029.8
2/21/2021 2:42,21.11250,7.4,301,-2.7,1029.8
2/21/2021 2:48,21.11667,7.2,298,-2.8,1029.8
2/21/2021 2:54,21.12083,6.9,292,-2.8,1029.8
2/21/2021 3:00,21.12500,6.7,300,-2.7,1029.9
2/21/2021 3:06,21.12917,6.5,297,-2.8,1030
2/21/2021 3:12,21.13333,7.4,302,-2.8,1030
2/21/2021 3:18,21.13750,7.3,295,-2.7,1030.1
2/21/2021 3:24,21.14167,8,296,-2.8,1030.3
2/21/2021 3:30,21.14583,7.9,298,-2.7,1030.4
2/21/2021 3:36,21.15000,8,295,-2.8,1030.4
2/21/2021 3:42,21.15417,8.3,294,-2.8,1030.4
2/21/2021 3:48,21.15833,8.5,290,-2.9,1030.5
2/21/2021 3:54,21.16250,8.1,292,-2.8,1030.6
2/21/2021 4:00,21.16667,9,297,-2.9,1030.8
2/21/2021 4:06,21.17083,8.8,301,-3,1030.8
2/21/2021 4:12,21.17500,8.8,296,-3.1,1030.9
2/21/2021 4:18,21.17917,8.9,292,-3.2,1031
2/21/2021 4:24,21.18333,8.1,294,-3.3,1031.1
2/21/2021 4:30,21.18750,8.5,293,-3.3,1031.2
2/21/2021 4:36,21.19167,8.8,289,-3.2,1031.3
2/21/2021 4:42,21.19583,9.8,289,-3.2,1031.4
2/21/2021 4:48,21.20000,9.8,287,-3.3,1031.5
2/21/2021 4:54,21.20417,,,,
2/21/2021 5:00,21.20833,9.7,292,-3.3,1031.6
2/21/2021 5:06,21.21250,9.4,292,-3.3,1031.6
2/21/2021 5:12,21.21667,9,294,-3.3,1031.6
2/21/2021 5:18,21.22083,8.7,298,-3.3,1031.8
2/21/2021 5:24,21.22500,8.6,297,-3.3,1031.9
2/21/2021 5:30,21.22917,,,,
2/21/2021 5:36,21.23333,,,,
2/21/2021 5:42,21.23750,,,,
2/21/2021 5:48,21.24167,,,,
2/21/2021 5:54,21.24583,,,,
2/21/2021 6:00,21.25000,,,,
2/21/2021 6:06,21.25417,,,,
2/21/2021 6:12,21.25833,,,,
2/21/2021 6:18,21.26250,,,,
2/21/2021 6:24,21.26667,,,,
2/21/2021 6:30,21.27083,,,,
2/21/2021 6:36,21.27500,10,301,-3.6,1032.5
2/21/2021 6:42,21.27917,9.4,302,-3.6,1032.5
2/21/2021 6:48,21.28333,9.1,302,-3.7,1032.6
2/21/2021 6:54,21.28750,9.3,303,-3.7,1032.6
2/21/2021 7:00,21.29167,9.7,306,-3.6,1032.7
2/21/2021 7:06,21.29583,10.2,301,-3.7,1032.8
2/21/2021 7:12,21.30000,10.2,302,-3.7,1032.9
2/21/2021 7:18,21.30417,10.8,304,-3.7,1032.9
2/21/2021 7:24,21.30833,10.3,302,-3.7,1033.1
2/21/2021 7:30,21.31250,10.1,299,-3.7,1033.2
2/21/2021 7:36,21.31667,10.5,300,-3.7,1033.3
2/21/2021 7:42,21.32083,9.3,306,-3.7,1033.3
2/21/2021 7:48,21.32500,9.5,302,-3.6,1033.4
2/21/2021 7:54,21.32917,8.6,304,-3.6,1033.5
2/21/2021 8:00,21.33333,9.2,304,-3.7,1033.7
2/21/2021 8:06,21.33750,8.5,306,-3.6,1033.8
2/21/2021 8:12,21.34167,8.2,306,-3.5,1034
2/21/2021 8:18,21.34583,9.1,309,-3.3,1034.1
2/21/2021 8:24,21.35000,7.7,300,-3.1,1034.1
2/21/2021 8:30,21.35417,8.8,304,-3.3,1034.2
2/21/2021 8:36,21.35833,9,300,-3.1,1034.3
2/21/2021 8:42,21.36250,8.6,304,-3.2,1034.4
2/21/2021 8:48,21.36667,8.3,307,-3.1,1034.3
2/21/2021 8:54,21.37083,8.4,301,-3,1034.4
2/21/2021 9:00,21.37500,8.7,303,-3,1034.4
2/21/2021 9:06,21.37917,7.7,306,-2.8,1034.5
2/21/2021 9:12,21.38333,7.4,295,-2.8,1034.5
2/21/2021 9:18,21.38750,7.9,303,-2.9,1034.5
2/21/2021 9:24,21.39167,7.9,292,-2.7,1034.5
2/21/2021 9:30,21.39583,7.1,304,-2.6,1034.5
2/21/2021 9:36,21.40000,7.4,313,-2.6,1034.6
2/21/2021 9:42,21.40417,6.7,314,-2.4,1034.6
2/21/2021 9:48,21.40833,8.1,321,-2.5,1034.4
2/21/2021 9:54,21.41250,7.6,312,-2.4,1034.4
2/21/2021 10:00,21.41667,7.3,316,-2.2,1034.6
2/21/2021 10:06,21.42083,6.6,318,-2.2,1034.7
2/21/2021 10:12,21.42500,6.5,320,-1.8,1034.5
2/21/2021 10:18,21.42917,6.3,332,-1.9,1034.5
2/21/2021 10:24,21.43333,6.2,324,-2,1034.6
2/21/2021 10:30,21.43750,7.3,316,-1.8,1034.6
2/21/2021 10:36,21.44167,5.5,324,-1.7,1034.6
2/21/2021 10:42,21.44583,7.2,322,-1.6,1034.6
2/21/2021 10:48,21.45000,5.7,328,-1.4,1034.6
2/21/2021 10:54,21.45417,6.1,317,-1.5,1034.7
2/21/2021 11:00,21.45833,6.2,312,-1.5,1034.8
2/21/2021 11:06,21.46250,5.1,326,-1.3,1034.9
2/21/2021 11:12,21.46667,5.5,313,-1.3,1034.9
2/21/2021 11:18,21.47083,,,,
2/21/2021 11:24,21.47500,5.1,309,-1.2,1034.7
2/21/2021 11:30,21.47917,5.8,307,-1,1034.7
2/21/2021 11:36,21.48333,6.2,304,-1.1,1034.8
2/21/2021 11:42,21.48750,5.5,306,-1,1034.7
2/21/2021 11:48,21.49167,5.2,312,-0.8,1034.7
2/21/2021 11:54,21.49583,5.5,302,-0.8,1034.7
2/21/2021 12:00,21.50000,5.1,313,-0.7,1034.6
2/21/2021 12:06,21.50417,4.6,316,-0.6,1034.5
2/21/2021 12:12,21.50833,5.8,303,-0.8,1034.5
2/21/2021 12:18,21.51250,4.9,313,-0.5,1034.5
2/21/2021 12:24,21.51667,5.1,288,-0.3,1034.4
2/21/2021 12:30,21.52083,4.9,299,-0.4,1034.3
2/21/2021 12:36,21.52500,5.3,299,-0.4,1034.2
2/21/2021 12:42,21.52917,5.2,303,-0.3,1034.1
2/21/2021 12:48,21.53333,5.6,299,-0.2,1034.1
2/21/2021 12:54,21.53750,,,,
2/21/2021 13:00,21.54167,5.4,307,0,1034.1
2/21/2021 13:06,21.54583,6.4,304,0,1034.1
2/21/2021 13:12,21.55000,6.3,299,0.2,1034
2/21/2021 13:18,21.55417,5.7,273,0.2,1034
2/21/2021 13:24,21.55833,5.3,287,0.3,1034
2/21/2021 13:30,21.56250,5.6,279,0.4,1033.9
2/21/2021 13:36,21.56667,5.3,303,0.3,1033.8
2/21/2021 13:42,21.57083,4.8,295,0.5,1033.8
2/21/2021 13:48,21.57500,5.7,287,0.6,1033.8
2/21/2021 13:54,21.57917,4.8,292,0.6,1033.8
2/21/2021 14:00,21.58333,3.8,288,0.8,1033.7
2/21/2021 14:06,21.58750,5,296,0.7,1033.7
2/21/2021 14:12,21.59167,5.3,308,0.8,1033.7
2/21/2021 14:18,21.59583,6.2,303,0.7,1033.6
2/21/2021 14:24,21.60000,5.4,308,0.8,1033.6
2/21/2021 14:30,21.60417,4.6,298,1,1033.6
2/21/2021 14:36,21.60833,4.6,278,1.2,1033.7
2/21/2021 14:42,21.61250,4.8,271,1.3,1033.7
2/21/2021 14:48,21.61667,5.1,283,1.3,1033.6
2/21/2021 14:54,21.62083,5.3,282,1.3,1033.4
2/21/2021 15:00,21.62500,5.8,280,1.3,1033.4
2/21/2021 15:06,21.62917,4.9,271,1.3,1033.4
2/21/2021 15:12,21.63333,5,269,1.3,1033.4
2/21/2021 15:18,21.63750,4.7,269,1.2,1033.3
2/21/2021 15:24,21.64167,5.4,265,1.1,1033.3
2/21/2021 15:30,21.64583,6.2,262,1,1033.4
2/21/2021 15:36,21.65000,6.2,261,1,1033.4
2/21/2021 15:42,21.65417,4.9,262,1.1,1033.4
2/21/2021 15:48,21.65833,6.5,262,1.2,1033.3
2/21/2021 15:54,21.66250,6.3,265,1.4,1033.3
2/21/2021 16:00,21.66667,5.3,266,1.5,1033.3
2/21/2021 16:06,21.67083,5.2,261,1.5,1033.3
2/21/2021 16:12,21.67500,4.6,269,1.7,1033.2
2/21/2021 16:18,21.67917,5.2,264,1.5,1033.2
2/21/2021 16:24,21.68333,6.1,266,1.5,1033.1
2/21/2021 16:30,21.68750,5.2,267,1.5,1033.1
2/21/2021 16:36,21.69167,5.7,260,1.4,1033.2
2/21/2021 16:42,21.69583,4.8,253,1.5,1033.1
2/21/2021 16:48,21.70000,4.6,256,1.5,1033
2/21/2021 16:54,21.70417,5.2,256,1.4,1033
2/21/2021 17:00,21.70833,4.7,250,1.4,1032.9
2/21/2021 17:06,21.71250,4,247,1.5,1032.9
2/21/2021 17:12,21.71667,4,240,1.4,1032.8
2/21/2021 17:18,21.72083,3.7,237,1.4,1032.9
2/21/2021 17:24,21.72500,4.4,238,1.3,1032.9
2/21/2021 17:30,21.72917,4,236,1.3,1033
2/21/2021 17:36,21.73333,3.6,234,1.3,1033.1
2/21/2021 17:42,21.73750,3.8,239,1.3,1033.2
2/21/2021 17:48,21.74167,4.2,238,1.3,1033.2
2/21/2021 17:54,21.74583,4.1,231,1.3,1033.2
2/21/2021 18:00,21.75000,4,231,1.2,1033.2
2/21/2021 18:06,21.75417,4,231,1.1,1033.3
2/21/2021 18:12,21.75833,3.9,232,1.1,1033.3
2/21/2021 18:18,21.76250,3.9,231,1.1,1033.4
2/21/2021 18:24,21.76667,3.8,224,1,1033.5
2/21/2021 18:30,21.77083,4.1,221,1,1033.5
2/21/2021 18:36,21.77500,4.5,215,0.8,1033.5
2/21/2021 18:42,21.77917,3.9,205,0.7,1033.6
2/21/2021 18:48,21.78333,4,218,0.6,1033.5
2/21/2021 18:54,21.78750,3.8,222,0.6,1033.6
2/21/2021 19:00,21.79167,4.1,216,0.6,1033.6
2/21/2021 19:06,21.79583,3.9,211,0.5,1033.5
2/21/2021 19:12,21.80000,4.2,214,0.4,1033.5
2/21/2021 19:18,21.80417,3.9,219,0.5,1033.4
2/21/2021 19:24,21.80833,4.1,212,0.5,1033.4
2/21/2021 19:30,21.81250,4,214,0.4,1033.3
2/21/2021 19:36,21.81667,4.1,221,0.4,1033.4
2/21/2021 19:42,21.82083,4.3,208,0.3,1033.3
2/21/2021 19:48,21.82500,3.6,219,0.2,1033.2
2/21/2021 19:54,21.82917,3.9,223,0.3,1033.2
2/21/2021 20:00,21.83333,4.1,220,0.2,1033.2
2/21/2021 20:06,21.83750,3.8,219,0.2,1033.2
2/21/2021 20:12,21.84167,,,,
2/21/2021 20:18,21.84583,4.5,214,0.1,1033.2
2/21/2021 20:24,21.85000,5,212,0.1,1033.2
2/21/2021 20:30,21.85417,4.2,209,0.1,1033.1
2/21/2021 20:36,21.85833,4.1,205,0,1033.2
2/21/2021 20:42,21.86250,4.3,210,-0.1,1033.1
2/21/2021 20:48,21.86667,4.2,209,-0.2,1033.1
2/21/2021 20:54,21.87083,3.8,217,-0.2,1033
2/21/2021 21:00,21.87500,4,218,-0.3,1032.9
2/21/2021 21:06,21.87917,4.1,209,-0.3,1032.9
2/21/2021 21:12,21.88333,4.4,211,-0.3,1032.9
2/21/2021 21:18,21.88750,3.9,204,-0.4,1033.1
2/21/2021 21:24,21.89167,4.8,214,-0.4,1033
2/21/2021 21:30,21.89583,4.4,210,-0.4,1033
2/21/2021 21:36,21.90000,4.9,216,-0.4,1033
2/21/2021 21:42,21.90417,5.4,216,-0.5,1032.9
2/21/2021 21:48,21.90833,4.5,218,-0.4,1032.8
2/21/2021 21:54,21.91250,4.4,216,-0.4,1032.6
2/21/2021 22:00,21.91667,4.7,207,-0.4,1032.6
2/21/2021 22:06,21.92083,4.6,213,-0.5,1032.3
2/21/2021 22:12,21.92500,4.1,203,-0.5,1032.2
2/21/2021 22:18,21.92917,4.4,206,-0.5,1032.2
2/21/2021 22:24,21.93333,5,215,-0.4,1032.3
2/21/2021 22:30,21.93750,5,210,-0.4,1032.3
2/21/2021 22:36,21.94167,5.5,213,-0.5,1032.2
2/21/2021 22:42,21.94583,5.5,216,-0.5,1032.2
2/21/2021 22:48,21.95000,5.2,217,-0.4,1032.1
2/21/2021 22:54,21.95417,4.7,215,-0.4,1032
2/21/2021 23:00,21.95833,4.9,206,-0.5,1032
2/21/2021 23:06,21.96250,5,215,-0.5,1031.8
2/21/2021 23:12,21.96667,4.6,210,-0.4,1031.7
2/21/2021 23:18,21.97083,4.9,211,-0.3,1031.6
2/21/2021 23:24,21.97500,5.9,213,-0.5,1031.5
2/21/2021 23:30,21.97917,5,218,-0.4,1031.6
2/21/2021 23:36,21.98333,5.4,219,-0.4,1031.5
2/21/2021 23:42,21.98750,,,,
2/21/2021 23:48,21.99167,5.7,214,-0.7,1031.3
2/21/2021 23:54,21.99583,5.9,211,-0.7,1031.4
